bmc evolutionary biology,3.045
pharmacotherapy,3.045
journal of orthopaedic research,3.043
physical therapy,3.043
urban forestry & urban greening,3.043
results in physics,3.042
applied linguistics,3.041
oncology reports,3.041
journal of neuroendocrinology,3.040
journal of diabetes research,3.040
expert opinion on pharmacotherapy,3.038
macromolecular materials and engineering,3.038
purineigic signalling,3.038
annals of the american association of geographers,3.037
digestive and liver disease,3.037
dysphagia,3.034
perspectives in public health,3.033
american economic journal-macroeconomics,3.032
food and bicprocess technology,3.032
suicide and life-threatening behavior,3.032
chemical engineering and processing- process intensification,3.031
parasites & vectors,3.031
sensors,3.031
computer networks,3.030
ieee transactions on terahertz science and technology,3.030
indian journal of dermatology venereology & leprology,3.030
journal of archaeological science,3.030
physics in medicine and biology,3.030
qualitative health research,3.030
digestion,3.029
european journal of organic chemistry,3.029
journal of cognitive neuroscience,3.029
immunotherapy,3.028
entomologia generalis,3.027
circulation journal,3.025
european thyroid journal,3.025
journal ol exposure science and environmental epidemiology,3.025
cmc-computers materials & continua,3.024
european journal of cell biology,3.024
journal of managed care & specialty pharmacy,3.024
aquaculture,3.022
differentiation,3.022
electric power systems research,3.022
ieee design & test,3.022
journal of mathematical psychology,3.022
quantum science and technology,3.022
cognitive neurodynamics,3.021
energy & fuels,3.021
european journal of psychotraumatology,3.020
journal of clinical virology,3.020
materials letters,3.019
global networks-a journal of transnational affairs,3.018
journal of experimental biology,3.017
journal of strength and conditioning research,3.017
best practice & research in clinical rheumatology,3.016
chemmedchem,3.016
american journal of clinical oncology cancer clinical trials,3.015
environment and urbanization,3.015
ieee spectrum,3.015
journal of pediatric gastroenterology and nutrition,3.015
biological chemistry,3.014
current opinion in allei^y and clinical immunology,3.014
current opinion in nephrology and hypertension,3.013
journal of management information systems,3.013
foods,3.011
journal of hospitality mariceting & management,3.011
biology direct,3.010
journal of wind engineering and industrial aerodynamics,3.010
neurobiology of learning and memory,3.010
cancer chemotherapy and pharmacology,3.008
oncology-new york,3.008
experimental biology and medicine,3.005
higher education,3.005
computers & operations research,3.002
ejnmmi research,3.000
friction,3.000
frontiers in neurorobotics,3.000
high power laser science and engineering,3.000
human resource development quarterly,3.000
international geology review,3.000
infection and drug resistance,3.000
international journal of press-politics,3.000
journal of refractive surgery,3.000
journal of breath research,3.000
mindfulness,3.000
permafrost and periglacial processes,3.000
physiologia plantarum,3.000
protist,3.000
surgical oncology-oxford,3.000
transfusion medicine and hemotherapy,3.000
therapeutic advances in psychopharmacology,3.000
topics in organometallic chemistry,3.000
experimental eye research,2.998
journal of neurosurgery-spine,2.998
colorectal disease,2.997
journal of chemical physics,2.997
acta diabetologica,2.996
regulatory toxicology and pharmacology,2.996
journal of food composition and analysis,2.994
journal of industrial microbiology & biotechnology,2.993
expert review of gastroenterology & hepatology,2.991
international review of psychiatry,2.991
molecular medicine,2.991
biotropica,2.989
ieee transactions on ultrasonics ferroelectrics and frequency control,2.989
journal of travel & tourism marketing,2.988
injury prevention,2.987
water resources management,2.987
journal of endovascular therapy,2.986
substance abuse,2.986
european management journal,2.985
british accounting review,2.984
biosystems engineering,2.983
journal of pharmaceutical and biomedical analysis,2.983
american journal of science,2.982
frontiers in zoology,2.982
youth violence and juvenile justice,2.981
journal of experimental child psychology,2.980
annual review of resource economics,2.978
mechatronics,2.978
journal of clinical psychopharmacology,2.977
plant reproduction,2.976
clinical kidney journal,2.975
journal of hydraulic research,2.974
materials,2.972
fractals-complex geometry patterns and scaling in nature and society,2.971
journal of personality disorders,2.970
psychology of addictive behaviors,2.970
gut and liver,2.968
bmb reports,2.966
journal of biochemical and molecular toxicology,2.965
applied and computational harmonic analysis,2.964
academic emergency medicine,2.963
addictive behaviors,2.963
expert review of proteomics,2.963
journal of radiation research and applied sciences,2.963
probiotics and antimicrobial proteins,2.962
american journal of nephrology,2.961
cartilage,2.961
journal of luminescence,2.961
progress in brain research,2.961
biology of reproduction,2.960
journal of agronomy and crop science,2.960
medical microbiology and immunology,2.960
evolution and human behavior,2.959
biosocieties,2.958
mechanics of materials,2.958
-journal of neurosurgical anesthesiology,2.957
aging & mental health,2.956
strategic entrepreneurship journal,2.956
journal of quantitative spectroscopy & radiative transfer,2.955
ear and hearing,2.954
population health metrics,2.953
structural dynamics-us,2.953
big data research,2.952
hearing research,2.952
international j ournal for parasitology-drugs and drug resistance,2.951
journal of biomedical informatics,2.950
wear,2.950
ieee microwave magazine,2.949
social networks,2.949
european journal of radiology,2.948
geochemistry geophysics geosystems,2.946
ieee software,2.945
journal of vegetation science,2.944
biomedical signal processing and control,2.943
journal of thermal stresses,2.943
polymer testing,2.943
menopause-the journal of the north american menopause society,2.942
pain physician,2.942
journal of thrombosis and thrombolysis,2.941
genes chromosomes & cancer,2.940
methods and applications in fluorescence,2.940
beneficial microbes,2.939
inflammation,2.939
journal of experimental psychology-human perception and performance,2.939
cytometry part b-clinical cytometry,2.938
molecular catalysis,2.938
digestive diseases and sciences,2.937
journal of molecular histology,2.937
developmental biology,2.936
aquatic conservation-marine and freshwater ecosystems,2.935
clinical therapeutics,2.935
journal of venomous animals and toxins including tropical diseases,2.935
respiration,2.935
human resource management,2.934
ndt & e international,2.934
annals of the missouri botanical garden,2.933
international archives of allergy and immunology,2.932
european journal of mechanics a- solids,2.931
spectrochimica acta part a-molecular and biomolecular spectroscopy,2.931
international journal of control,2.930
reproductive biomedicine online,2.930
brain research,2.929
contraception,2.928
entrepreneurship and regional development,2.928
international journal of molecular medicine,2.928
robotics and autonomous systems,2.928
infection,2.927
revista de psiquiatria y salud mental,2.927
economic journal,2.926
geoforum,2.926
glycoconjugate journal,2.926
physical review materials,2.926
plasmonics,2.926
molecular oral microbiology,2.925
annals of clinical microbiology and antimicrobials,2.924
lupus,2.924
frontiers in neuroanatomy,2.923
journal of physical chemistry b,2.923
bmc palliative care,2.922
social science computer review,2.922
antibiotics-basel,2.921
information and software technology,2.921
business ethics-a european review,2.919
journal of experimental education,2.919
atmospheric pollution research,2.918
dna and cell biology,2.918
journal of clinical pharmacology,2.915
oecologia,2.915
environmental science and pollution research,2.914
journal of gynecologic oncology,2.914
electronic commerce research and applications,2.911
journal of cardiovascular electrophysiology,2.910
journal of pharmacokinetics and pharmacodynamics,2.910
zoological journal of the linnean society,2.909
aids and behavior,2.908
digestive diseases,2.908
engineering fracture mechanics,2.908
organizational behavior and human decision processes,2.908
fuzzy sets and systems,2.907
physical review a,2.907
advanced engineering materials,2.906
inventiones mathematicae,2.906
virtual reality,2.906
phytochemistry,2.905
cell stress & chaperones,2.903
journal of neural transmission,2.903
spine,2.903
neurotoxicology and teratology,2.902
annals of statistics,2.901
critical reviews in therapeutic drug carrier systems,2.900
mutagenesis,2.898
biological invasions,2.897
clinical endocrinology,2.897
science education,2.897
ieee-acm transactions cn computational biology and bioinformatics,2.896
annals of cardiothoracic sui^eiy,2.895
journal of trace elements in medicine and biology,2.895
macromolecular bioscience,2.895
radiation oncology,2.895
applied geochemistry,2.894
clinical journal of pain,2.893
energy science & engineering,2.893
mit technology review,2.893
comptes rendus physique,2.892
clinical proteomics,2.892
frontiers in earth science,2.892
ieee internet computing,2.891
neurosurgical focus,2.891
geosynthetics international,2.890
applied spectroscopy reviews,2.888
ieee transactions on reliability,2.888
canadian journal of diabetes,2.887
journal of petroleum science and engineering,2.886
solid state ionics,2.886
chronic respiratory disease,2.885
iie transactions,2.884
international journal of fracture,2.884
molecular and cellular biochemistry,2.884
amyotrophic lateral sclerosis and frontotemporal degeneration,2.883
genes and nutrition,2.883
na1 ural hazards and earth s ystem sciences,2.883
process biochemistry,2.883
seminars in perinatology,2.883
applied intelligence,2.882
polish archives ol internal medicine-polskie archiwum medycyny wewnetrznej,2.882
british journal of criminology,2.881
pediatric research,2.880
cancer biology & therapy,2.879
data mining and knowledge discovery,2.879
molecular genetics and genomics,2.879
archivum immunologiae et thekapiae experimentalis,2.878
hematology-oncology clinics of north america,2.878
forestry,2.876
siam journal on optimization,2.876
express polymer letters,2.875
research evaluation,2.875
reviews in analytical chemistry,2.875
environmental microbiology reports,2.874
journal of intensive care medicine,2.873
mechanics of advanced materials and structures,2.873
neuropsychologia,2.872
acm transactions on multimedia computing communications and applications,2.870
frontiers in human neuroscience,2.870
pesticide biochemistry and physiology,2.870
pharmacoepidemiology and drug safety,2.870
synthetic metals,2.870
journal of nutrition education and behavior,2.869
experimental dermatology,2.868
journal of behavioral medicine,2.868
virchows archiv,2.868
synthesis-stuttgart,2.867
journal ot aerosol medicine and pulmonaty drug delivery,2.866
journal of bone oncology,2.866
journal of shoulder and elbow surgery,2.865
journal of vibration and control,2.865
marine policy,2.865
marine structures,2.865
aeolian research,2.864
current opinion in hematology,2.864
prostaglandins i.eukotkienes and essential fatty acids,2.864
urologic oncology-seminars and original investigations,2.863
asian journal of andrology,2.862
international journal of information technology & decision making,2.862
international journal of health geographics,2.862
journal of insect physiology,2.862
acm transactions on intelligent systems and technology,2.861
mycologia,2.861
cancer biomarkers,2.859
brazilian journal of microbiology,2.857
neurocritical care,2.857
sociologia ruralis,2.857
infection control and hospital epidemiology,2.856
journal of development economics,2.855
molecular and cellular neuroscience,2.855
molecular biosystems,2.855
psychological research- psychologische forschung,2.855
exceptional children,2.854
studies in higher education,2.854
aeu-international journal of electronics and communications,2.853
acta neurologica scandinavica,2.852
developmental dynamics,2.852
medical mycology,2.851
prevention science,2.851
annals of hematology,2.850
wound repair and regeneration,2.850
journal of hospitality & tourism research,2.849
deep-sea research part i-oceanographic research papers,2.848
dermatologic clinics,2.848
journal of modern power systems and clean energy,2.848
newsletters on stratigraphy,2.848
nutrient cycling in agroecosystems,2.848
theoretical and applied fracture mechanics,2.848
biofouling,2.847
geosphere,2.847
health expectations,2.847
archives of civil and mechanical engineering,2.846
drugs & aging,2.846
journal of quaternary science,2.846
journal of rare earths,2.846
child abuse & neglect,2.845
journal of computational physics,2.845
journal of the formosan medical association,2.844
american journal of cardiology,2.843
cognitive behaviour therapy,2.843
human resource management journal,2.843
mini-reviews in medicinal chemistry,2.842
american journal of botany,2.841
applied mathematical modelling,2.841
epj quantum technology,2.840
minerva anestesiologica,2.840
iet power electronics,2.839
magnetic resonance materials in physics biology and medicine,2.836
early childhood research quarterly,2.835
endoscopic ultrasound,2.835
journal of king saud university science,2.835
journal of endodontics,2.833
journal of neuroimmunology,2.832
journal of phycology,2.831
journal of tissue viability,2.831
journal of international management,2.830
aerospace science and technology,2.829
biomechanics and modeling in mechanobiology,2.829
international journal of multiphase flow,2.829
journal of personality assessment,2.829
journal of physics d-applied physics,2.829
business horizons,2.828
international journal of logistics-research and applications,2.828
journal of mechanical design,2.828
journal of vascular and interventional radiology,2.828
diabetes therapy,2.827
restoration ecology,2.826
environment and planning b-urban analytics and city science,2.825
free radical research,2.825
journal of plant physiology,2.825
review of public personnel administration,2.825
current opinion in ophthalmology,2.824
reviews in inorganic chemistry,2.824
cambridge journal of regions economy and society,2.823
journal of geophy s1cal research-space physics,2.821
journal of space weather and space climate,2.821
patient education and counseling,2.821
journal of assisted reproduction and genetics,2.820
saudi journal of biological sciences,2.820
npj primary care respiratory medicine,2.820
progress in molecular biology and translational science,2.819
bmc geriatrics,2.818
european journal of soil science,2.818
journal of experimental criminology,2.818
proceedings of 1he royal socie! y a- mathematical physical and engineering sciences,2.818
sociology-the journal of the british sociological association,2.817
pediatric nephrology,2.816
signal processing-image communication,2.814
international review of social psychology,2.813
journal of chromatography b- analytical technologies in the biomedical and life sciences,2.813
journal of geodynamics,2.813
computers & mathematics with applications,2.811
international journal of sustainable development and world ecology,2.811
journal of sports sciences,2.811
frontiers in integrative neuroscience,2.810
pattern recognition letters,2.810
frontiers of chemical science and engineering,2.809
journal of general virology,2.809
journal of raman spectroscopy,2.809
machine learning,2.809
systematic and applied microbiology,2.808
clinics and research in hepatology and gastroenterology,2.807
stochastic environmental research and risk assessment,2.807
british medical bulletin,2.804
chinese journal of polymer science,2.804
condor,2.804
journal of family theoiy & review,2.804
structural engineering and mechanics,2.804
bioorganic & medicinal chemistry,2.802
neurologic clinics,2.802
oryx,2.801
pediatric pulmonology,2.801
rapid prototyping journal,2.801
bulletin of the american museum of natural history,2.800
clinical neuroradiology,2.800
environmental technology & innovation,2.800
marine resource economics,2.800
review of international political economy,2.800
drug testing and analysis,2.799
plasma physics and controlled fusion,2.799
clinics in perinatology,2.798
immunobiology,2.798
malaria journal,2.798
marine biotechnology,2.798
neurodegenerative diseases,2.798
pediatric critical care medicine,2.798
ieee transactions on aerospace and electronic systems,2.797
journal of clinical neurology,2.796
international journal of refractory metals & hard materials,2.794
lab animal,2.794
practical radiation oncology,2.794
geophysics,2.793
medical decision making,2.793
best practice & research clinical obstetrics & gynaecology,2.792
digital signal processing,2.792
international journal of food sciences and nutrition,2.792
regulation & governance,2.792
measurement,2.791
veterinary microbiology,2.791
tuberculosis,2.790
drug and alcohol review,2.789
social problems,2.789
aquatic microbial ecology,2.788
business ethics quarterly,2.788
immunology and allergy clinics of north america,2.788
psychotherapy research,2.788
current anthropology,2.787
international journal of solids and structures,2.787
journal of prosthetic dentistry,2.787
brain sciences,2.786
chemometrics and intelligent laboratory systems,2.786
journal of autism and developmental disorders,2.786
review of general psychology,2.786
hla,2.785
journal of neuroscience methods,2.785
european journal of clinical investigation,2.784
european journal of neuroscience,2.784
soft computing,2.784
journal of critical care,2.783
neurochemical research,2.782
materials chemistry and physics,2.781
design studies,2.780
law and human behavior,2.780
radiation research,2.779
human gene therapy clinical development,2.778
alcohol and alcoholism,2.777
geophysical journal international,2.777
expert review of clinical pharmacology,2.776
european journal of clinical pharmacology,2.774
integrative biology,2.774
journal of vestibular research- equilibrium & orientation,2.774
psychology of violence,2.774
journal ol environmental health science and engineering,2.773
pharmacology biochemistry and behavior,2.773
placenta,2.773
applied physics express,2.772
journal of applied mechanics- transactions of the asme,2.772
behavioural brain research,2.770
scientometrics,2.770
pervasive and mobile computing,2.769
health reports,2.768
international journal of urban and regional research,2.768
journal of periodontology,2.768
plasma chemistry and plasma processing,2.768
trends in hearing,2.768
world journal of surgery,2.768
american journal of drug and alcohol abuse,2.767
cold regions science and technology,2.767
current pain and headache reports,2.767
computer communications,2.766
journal of polymers and the environment,2.765
seizure-european journal of epilepsy,2.765
tectonophysics,2.764
european sociological review,2.763
clinical breast cancer,2.762
journal of asian earth sciences,2.762
advances in health sciences education,2.761
cns & neurological disorders-drug taigts,2.761
disease markers,2.761
pharmacological reports,2.761
requirements engineering,2.761
world journal of urology,2.761
astronomy and computing,2.760
environmental conservation,2.759
journal of energy resources technology-transactions of the asme,2.759
journal of saudi chemical society,2.759
nanotechnology reviews,2.759
journal of economic surveys,2.758
journal of mammary gland biology and neoplasia,2.758
pain medicine,2.758
world journal of gastrointestinal oncology,2.758
ieee transactions on haptics,2.757
european journal of international relations,2.756
geopolitics,2.756
journal of cardiovascular translational research,2.756
current infectious disease reports,2.755
ieee transactions on cognitive and developmental systems,2.755
parasite immunology,2.755
electrophoresis,2.754
green chemistry letters and reviews,2.754
journal of earthquake engineering,2.754
public understanding of science,2.754
supportive care in cancer,2.754
ieee journal of quantum electronics,2.753
journal of optics,2.753
journal of physics and chemistry of solids,2.752
global ecology and conservation,2.751
british journal of management,2.750
international journal of oral science,2.750
journal of renal nutrition,2.750
metacognition and learning,2.750
publications of the astronomical society of japan,2.750
image and vision computing,2.747
journal of geriatric psychiatry and neurology,2.747
tourism geographies,2.747
upsala journal of medical sciences,2.747
ecosphere,2.746
future microbiology,2.746
international journal for numerical methods in engineering,2.746
jcms-journal of common market studies,2.746
molecular pain,2.746
planta medica,2.746
functional & integrative genomics,2.745
harm reduction journal,2.745
critical care clinics,2.744
psychometrika,2.743
critical public health,2.742
journal of oral microbiology,2.742
acta obstetricia et gynecologica scandinavica,2.741
current opinion in gastroenterology,2.741
seminars in radiation oncology,2.741
fisheries,2.740
human pathology,2.740
sensors and actuators a-physical,2.739
clinical rehabilitation,2.738
journal ot the association lor information science and technology,2.738
journal ol the association lor inlormation science and technology,2.738
microbiologyopen,2.738
pharmacopsychiatry,2.738
asia pacilic journal ol management,2.737
earth planets and space,2.736
media psychology,2.736
virus research,2.736
aerosol and air quality research,2.735
clinica chimica acta,2.735
international dairy journal,2.735
anaesthesia critical care & pain medicine,2.734
journal of construction engineering and management,2.734
international journal of medical informatics,2.731
journal ol anthropological sciences,2.731
science china-inlormation sciences,2.731
environment and planning d-society & space,2.730
eating and w eight disorders-studies on anorexia bulimia and obesity,2.730
global strategy journal,2.730
ocean engineering,2.730
ieee photonics journal,2.729
territory politics governance,2.729
multiple sclerosis and related disorders,2.725
journal of clinical gastroenterology,2.724
journal of psychosomatic research,2.722
materials science in semiconductor processing,2.722
computers & geosciences,2.721
european review lor medical and pharmacological sciences,2.721
pharmacogenomics & personalized medicine,2.721
current cancer drug targets,2.720
cytoskeleton,2.720
theoretical and applied climatology,2.720
alpine botany,2.719
journal of the american planning association,2.719
research in social & administrative pharmacy,2.719
tesol quarterly,2.718
health policy and planning,2.717
strahlentherapie und onkologie,2.717
jaro-journal of the association for research in otolaryngology,2.716
journal of business & economic statistics,2.716
medical clinics of north america,2.716
korean journal of internal medicine,2.714
marine chemistry,2.713
journal of physics-condensed matter,2.711
insect science,2.710
psychology of sport and exercise,2.710
american anthropologist,2.709
molecular systems design & engineering,2.708
neurology india,2.708
asn neuro,2.707
energies,2.707
augmentative and alternative communication,2.706
health services research,2.706
medical teacher,2.706
scandinavian journal of rheumatology,2.706
biochemical and biophysical research communications,2.705
^^toktschrtttetecthtsik-pkogressof physics,2.705
anaerobe,2.704
ieee transactions on electron devices,2.704
organization,2.704
progress in biophysics & molecular biology,2.703
clinical journal of sport medicine,2.702
bilingualism-language and cognition,2.701
journal of geotechnical and geoenvironmental engineering,2.701
brain and language,2.700
fungal biology,2.699
journal of addiction medicine,2.699
annual review of anthropology,2.698
daru-journal of pharmaceutical sciences,2.698
archives of physical medicine and rehabilitation,2.697
comparative biochemistry and physiology c-toxicology & pharmacology,2.697
conflict and health,2.696
journal of vascular surgery-venous and lymphatic disorders,2.696
reading research quarterly,2.696
behavioral ecology,2.695
pharmacogenetics and genomics,2.693
electroanalysis,2.691
journalism,2.691
frontiers in materials,2.689
journal of magnetic resonance,2.689
management international review,2.689
neuroepidemiology,2.689
environmental science-processes & impacts,2.688
international journal of mineral processing,2.688
immunological investigations,2.687
optical materials,2.687
estuaries and coasts,2.686
frontiers in ecology and evolution,2.686
journal of gastrointestinal surgery,2.686
precision engineering-journal of the international societies for precision engineering and nanotechnology,2.685
criminology & public policy,2.684
journal of diabetes and its complications,2.684
journal of education policy,2.684
eye and vision,2.683
journal of applied microbiology,2.683
journal of magnetism and magnetic materials,2.683
work and stress,2.683
r journal,2.682
administration and policy in mental health and mental health services research,2.681
cerebrovascular diseases,2.681
paediatric and perinatal epidemiology,2.681
csee journal of power and energy systems,2.680
cancer microenvironment,2.680
frontiers in neuroinformatics,2.680
digital journalism,2.679
family process,2.679
journal of pharmacological and toxicological methods,2.679
microcirculation,2.679
aapg bulletin,2.677
progress in earth and planetary science,2.676
animal behaviour,2.675
febs letters,2.675
journal of biomedical materials research part b-applied biomaterials,2.674
leukemia & lymphoma,2.674
memetic computing,2.674
advances in chronic kidney disease,2.673
microscopy and microanalysis,2.673
optical materials express,2.673
patient-patient centered outcomes research,2.673
pediatric rheumatology,2.673
british journal of clinical psychology,2.672
ethnicity & health,2.671
journal of pediatric psychology,2.670
journal of experimental psychologylearning memory and cognition,2.669
journal of soils and sediments,2.669
microbes and infection,2.669
-pulmonary pharmacology & therapeutics,2.669
acm transactions on information and system security,2.667
crystallography reviews,2.667
geoscience data journal,2.667
journal of archaeological research,2.667
journal of head trauma rehabilitation,2.667
journal of planning education and research,2.667
journal of biological engineering,2.667
m&som-manulactunng & service operations management,2.667
neuropsychological rehabilitation,2.667
bmc psychiatiy,2.666
allergy asthma and clinical immunology,2.664
applied health economics and health policy,2.664
advances in polymer technology,2.663
investigational new drugs,2.663
marine micropaleontology,2.663
neuromodulation,2.663
american journal of physical anthropology,2.662
journal of inflammation-londcn,2.662
cognitive affective & behavioral neuroscience,2.661
acm transactions on autonomous and adaptive systems,2.660
fisheries oceanography,2.660
journal of nutrition health & aging,2.660
software and systems modeling,2.660
auk,2.659
journal of chemical technology and biotechnology,2.659
peptides,2.659
international journal of wildland fire,2.656
work and occupations,2.655
journal of reproductive immunology,2.654
semiconductor science and technology,2.654
obesity facts,2.653
calphad-computer coupling of phase diagrams and thermochemistry,2.652
china journal,2.652
world journal of microbiology & biotechnology,2.652
journal of the neurological sciences,2.651
lipids in health and disease,2.651
mitigation and adaptation strategies for global change,2.651
research in microbiology,2.651
cyberpsychology behavior and social networking,2.650
journal of constructional steel research,2.650
journal of contaminant hydrology,2.650
environmental toxicology,2.649
human factors,2.649
journal of toxicology and environmental health-part a-current issues,2.649
qjm-an international journal of medicine,2.649
sports health-a multidisciplinary approach,2.649
leukos,2.647
population and development review,2.647
computer. vision and image understanding,2.645
computational materials science,2.644
ultramicroscopy,2.644
chaos,2.643
audiung-a journal of practice & theory,2.642
clinical and experimental medicine,2.642
current drug targets,2.642
journal of manufacturing technology management,2.642
group processes & intergroup relations,2.641
international journal of colorectal disease,2.641
journal of physical chemistry a,2.641
journal of positive behavior interventions,2.641
acta astronomica,2.640
histochemistry and cell biology,2.640
polymer journal,2.639
journal of anatomy,2.638
tissue engineering part c-methods,2.638
acupuncture in medicine,2.637
american journal of health promotion,2.636
health care management review,2.636
journal of prosthodcntic research,2.636
annals of laboratory medicine,2.635
frontiers in neurology,2.635
journal of applied phycology,2.635
physiology & behavior,2.635
techniques in coloproctology,2.635
ecological modelling,2.634
integrative cancer therapies,2.634
annals of forest science,2.633
energy strategy reviews,2.633
protoplasma,2.633
journal of world prehistory,2.632
palaeontology,2.632
plants-basel,2.632
american mineralogist,2.631
genes and immunity,2.631
cardiovascular toxicology,2.630
dermatitis,2.630
experimental neurobiology,2.630
g3-genes genomes genetics,2.630
acta tropica,2.629
acm transactions on information systems,2.627
biological psychology,2.627
nutrition research,2.627
physics of fluids,2.627
european journal of protistology,2.626
oral diseases,2.625
experimental physiology,2.624
systems & control letters,2.624
expert review of respiratory medicine,2.622
frontiers in behavioral neuroscience,2.622
macromolecular chemistry and physics,2.622
manual therapy,2.622
journal of microelectromechanical systems,2.621
bmc neuroscience,2.620
international journal ol bilingual education and bilingualism,2.620
brain and cognition,2.619
cancer epidemiology,2.619
cross cultural & strategic management,2.619
myrmecological news,2.619
policy sciences,2.619
advances in concrete construction,2.618
journal of heredity,2.618
journal of volcanology and geothermal research,2.617
remedial and special education,2.617
journal of manufacturing science and engineering-transactions of the asme,2.616
palaeogeography palaeoclimatology palaeoecology,2.616
particuology,2.616
geochemical transactions,2.615
party politics,2.615
physics of the earth and planetary interiors,2.615
paediatric respiratory reviews,2.615
transplantation reviews,2.615
journal of neurophysiology,2.614
journal ofneurologic physical therapy,2.614
psychosocial intervention,2.614
international journal of clinical practice,2.613
journal of periodontal research,2.613
vehicle system dynamics,2.613
current stem cell research & therapy,2.612
european physical journal plus,2.612
neuromuscular disorders,2.612
archives of gerontology and geriatrics,2.611
estuarine coastal and shelf science,2.611
infection genetics and evolution,2.611
applied ergonomics,2.610
immunologic research,2.610
omics-a journal of integrative biology,2.610
current topics in membranes,2.609
intelligence,2.609
zoologica scripta,2.609
aaps pharmscitech,2.608
psychology and aging,2.608
biological control,2.607
journal of composites for construction,2.606
journal of drug delivery science and technology,2.606
journal of mental health,2.604
microvascular research,2.604
operations research,2.604
european journal of information systems,2.603
personality and social psychology bulletin,2.603
american review of public administration,2.602
developmental neurobiology,2.600
european union politics,2.600
journal of non-crystalline solids,2.600
journal of oncology,2.600
public administration,2.600
studies in second language acquisition,2.600
astroparticle physics,2.598
european journal ol work and organizational psychology,2.598
plant foods for human nutrition,2.598
ultrasonics,2.598
geoheritage,2.597
journal of polymer science part b- polymer physics,2.596
beilstein journal of organic chemistry,2.595
ocean & coastal management,2.595
geomechanics and engineering,2.594
chembiochem,2.593
human vaccines & immunotherapeutics,2.592
journal of turbomachinery- transactions of the asme,2.592
sustainability,2.592
complexity,2.591
european journal of clinical microbiology & infectious diseases,2.591
journal of polymer science part a- polymer chemistry,2.591
journal of occupational medicine and toxicology,2.591
neural processing letters,2.591
animal feed science and technology,2.590
orthopaedic journal of sports medicine,2.589
photodiagnosis and photodynamic therapy,2.589
reproductive biology and endocrinology,2.589
british journal of educational technology,2.588
journal of financial intermediation,2.588
journal of real-time image processing,2.588
nutrition in clinical practice,2.587
comprehensive psychiatry,2.586
international journal of sustainable transportation,2.586
clinical interventions in aging,2.585
seminars in reproductive medicine,2.585
acs omega,2.584
journal of studies on alcohol and drugs,2.584
bioinorganic chemistry and applications,2.583
current vascular pharmacology,2.583
journal of transport & health,2.583
government and opposition,2.582
journal of business and psychology,2.582
journal of intelligent material systems and structures,2.582
journal of marriage and family,2.582
microbial pathogenesis,2.581
physiological genomics,2.581
american family physician,2.580
holzforschung,2.579
journal of environmental quality,2.579
american journal of cardiovascular drugs,2.578
european journal of inorganic chemistry,2.578
journal of learning disabilities,2.578
soil dynamics and earthquake engineering,2.578
virginia law review,2.578
child neuropsychology,2.577
journal of molecular neuroscience,2.577
medical care research and review,2.577
plasmid,2.577
journal of biomechanics,2.576
neuromolecular medicine,2.576
microbes and environments,2.575
current opinion in organ transplantation,2.574
comparative biochemistry and physiology d-genomics & proteomics,2.573
journal of digital imaging,2.572
journal of the american dental association,2.572
biotechnology & genetic engineering reviews,2.571
expert review of anticancer therapy,2.571
journal of archaeological method and theory,2.571
language learning & technology,2.571
ieee micro,2.570
journal of cardiovascular pharmacology and therapeutics,2.570
journal of research in personality,2.569
bmc molecular biology,2.568
bmc medical genomics,2.568
international journal of disaster risk reduction,2.568
journal of intelligent transportation systems,2.568
bmc public health,2.567
canadian journal of fisheries and aquatic sciences,2.567
ieee journal of oceanic engineering,2.567
bmc infectious diseases,2.565
perspectives in ecology and conservation,2.565
ecohydrology,2.564
risk analysis,2.564
scandinavian journal of immunology,2.563
chronobiology international,2.562
ingegneria sismica,2.561
ophthalmic and physiological optics,2.561
journal of systems and software,2.559
reproductive sciences,2.559
journal of breast cancer,2.558
prehospital emergency care,2.557
scandinavian journal of trauma resuscitation & emergency medicine,2.556
fatigue & fracture of engineering materials & structures,2.555
journal of biomedical optics,2.555
journal of gambling studies,2.555
globalization and health,2.554
journal of computing in civil engineering,2.554
canadian journal of remote sensing,2.553
food & nutrition research,2.553
ieee photonics technology letters,2.553
infancy,2.553
neurosurgery clinics of north america,2.553
immunology letters,2.552
catheterization and cardiovascular interventions,2.551
international review ofneurobiology,2.551
annals of epidemiology,2.550
research in sports medicine,2.549
aggressive behavior,2.548
journal of bioenergetics and biomembranes,2.548
journal of hydro-environment research,2.548
materials and structures,2.548
political analysis,2.548
bmc genetics,2.547
holocene,2.547
human resources for health,2.547
journal of nuclear materials,2.547
journal of studies in international education,2.547
synapse,2.545
chinese journal of physics,2.544
human genomics,2.544
journal of physiology and pharmacology,2.544
advances in astronomy,2.542
journal of substance abuse treatment,2.542
current opinion in pulmonary medicine,2.541
journal of evolutionary biology,2.541
wiley interdisciplinary reviews-data mining and knowledge discovery,2.541
biochimica et biophysica acta-proteins and proteomics,2.540
cuirent opinion in critical care,2.540
foundations of computational mathematics,2.540
journal of nursing scholarship,2.540
nursing outlook,2.540
petroleum exploration and development,2.540
information systems frontiers,2.539
journal of marine systems,2.539
ocean science,2.539
acm transactions on knowledge discover from data,2.538
academic pediatrics,2.537
accounting auditing & accountability journal,2.537
international entrepreneurship and management journal,2.537
botanical review,2.536
chemistry and physics of lipids,2.536
bioscience reports,2.535
information retrieval journal,2.535
